ley,camara,votacion_id_comovoto,acta_oficial,fecha,fuente,legislador,coalicion,coalicion_nombre,voto
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ABAD, MAXIMILIANO","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ABDALA, BARTOLOME ESTEBAN","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ALMEIDA, ROMINA MARIA","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ALVAREZ RIVERO, CARMEN","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ARCE, CARLOS OMAR","pj","PJ / Union por la Patria","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ARRASCAETA, IVANNA MARCELA","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ATAUCHE, EZEQUIEL","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","AVILA, BEATRIZ LUISA","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","BEDIA, VILMA FACUNDA","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","BENEGAS LYNCH, JOAQUIN ALBERTO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","BULLRICH, PATRICIA","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","CARAMBIA, JOSE MARIA","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","CERVI, MARIO PABLO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","CORROZA, JULIETA","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","COTO, AGUSTIN PEDRO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","CRISTINA, ANDREA MARCELA","pro","JxC / PRO / UCR","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ESPINOLA, CARLOS MAURICIO","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","FAMA, FLAVIO SERGIO","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","FULLONE, ENZO PAOLO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GADANO, NATALIA ELENA","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GALARETTO, EDUARDO HORACIO","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GODOY, JUAN CRUZ","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GOERLING LARA, ENRIQUE MARTIN","pro","JxC / PRO / UCR","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GUZMAN CORAITA, GONZALO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","HUALA, MARIA VICTORIA","pro","JxC / PRO / UCR","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","JUEZ, LUIS ALFREDO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","JURI, MARIANA","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","KRONEBERGER, DANIEL RICARDO","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","LOSADA, CAROLINA","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MARQUEZ, NADIA JUDITH","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MONTE DE OCA, MARIA BELEN","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MONTEVERDE, AGUSTIN ANIBAL","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","OLIVERA LUCERO, BRUNO ANTONIO","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","OROZCO, MARIA EMILIA","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","PAGOTTO, JUAN CARLOS","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","PAOLTRONI, FRANCISCO MANUEL","lla","LLA","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ROJAS DECUT, SONIA ELIZABETH","pj","PJ / Union por la Patria","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ROYON, FLAVIA GABRIELA","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","SCHNEIDER, SILVANA LORENA","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","SUAREZ, RODOLFO ALEJANDRO","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","TERENZI, EDITH ELIZABETH","oth","Otros","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","VALENZUELA, MERCEDES GABRIELA","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","VISCHI, EDUARDO ALEJANDRO","ucr","UCR / ARI","AFIRMATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","ANDRADA, GUILLERMO EDUARDO","oth","Otros","AUSENTE"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","UNAC, SERGIO MAURICIO","pj","PJ / Union por la Patria","AUSENTE"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","VIGO, ALEJANDRA MARIA","oth","Otros","AUSENTE"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","BAHL, ADAN HUMBERTO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","BENSUSAN, DANIEL PABLO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","CAPITANICH, JORGE MILTON","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","CORPACCI, LUCIA BENIGNA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","DE PEDRO, EDUARDO ENRIQUE","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","DI TULLIO, JULIANA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","FERNANDEZ SAGASTI, ANABEL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GIMENEZ NAVARRO, MARIA CELESTE","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","GONZALEZ, MARIA TERESA MARGARITA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","KIRCHNER, ALICIA MARGARITA ANTONIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","LEWANDOWSKI, MARCELO NESTOR","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","LINARES, CARLOS ALBERTO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","LOPEZ, CANDIDA CRISTINA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","LOPEZ, MARIA FLORENCIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MANZUR, JUAN LUIS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MARKS, ANA INES","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MAYANS, JOSE MIGUEL ANGEL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MENDOZA, SANDRA MARIELA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MOISES, MARIA CAROLINA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","MORENO, ELIA ESTHER DEL CARMEN","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","senadores","5465","2622","26/12/2025 - 23:15","https://www.senado.gob.ar/votaciones/detalleActa/2622","NEDER, JOSE EMILIO","pj","PJ / Union por la Patria","NEGATIVO"
